LIBELLEMAGASIN,textbox17,textbox27,textbox36,textbox34,textbox61,textbox29,marque
ANNECY SEYNOD,01/04/2026,30/04/2026,02/04/2025,01/05/2025,Total centre,Tous les fournisseurs,Toutes les marques

textbox48,textbox49,textbox60,textbox50,textbox94,textbox51,textbox52,textbox53,textbox54,textbox108,textbox62,textbox67,textbox76,textbox80,codeFamille,CAHT_n_4,CAHT_n_1_1,CAHT_n_5,textbox57,codeGamme,textbox85,MARGE_n,MARGE_n_1,MARGE_n_3,MARGE_n_5,textbox109,textbox63,textbox68,textbox83,textbox84,codeSousFamille,CAHT_n_3,CAHT_n_1_2,textbox32,textbox24,textbox100,textbox86,textbox25,textbox9,textbox4,textbox38,textbox64,textbox69,textbox87,textbox88,codeGamme_1,CAHT_n_2,CAHT_n_1_3,textbox35,textbox31,textbox89,textbox41,textbox11,textbox14,textbox39,textbox65,textbox75,textbox91,textbox92,codeArticle,nomProduit,CAHT_n,CAHT_n_1,CAHT_n_6,textbox7,MARGE_n_2,MARGE_n_1_1,MARGE_n_4,MARGE_n_6,textbox66,textbox79,textbox102,textbox103
197 146,196 343,803 €,"0,4 %","89,6 %","50,3 %","48,9 %",2 998 €,"3,1 %","92,5 %",10 934,11 240,-306,"-2,7 %",A-ENTRETIEN,17 308,14 481,2 827 €,"19,5 %","7,9 %","8,8 %","44,0 %","47,0 %",808 €,"11,9 %","95,6 %",1 435,1 153,282,"24,5 %",AA-PEINTURE ET REPAR.CARROSSERIE,"574,25","886,01",-312 €,"-35,2 %","0,3 %","3,3 %","40,4 %","42,8 %",-147 €,"-38,8 %",52,71,-19,"-26,8 %",AA01-MASTICS ET RESINES,"86,61","109,43",-23 €,"-20,9 %","0,5 %","62,4 %","61,9 %",-14 €,"-20,2 %",8,10,-2,"-20,0 %",103045,"FIBRE VERRE TISS FIN 0,5M2","9,99",,10 €,-,"63,0 %",-,6 €,-,1,,1,-
197 146,196 343,803 €,"0,4 %","89,6 %","50,3 %","48,9 %",2 998 €,"3,1 %","92,5 %",10 934,11 240,-306,"-2,7 %",A-ENTRETIEN,17 308,14 481,2 827 €,"19,5 %","7,9 %","8,8 %","44,0 %","47,0 %",808 €,"11,9 %","95,6 %",1 435,1 153,282,"24,5 %",AA-PEINTURE ET REPAR.CARROSSERIE,"574,25","886,01",-312 €,"-35,2 %","0,3 %","3,3 %","40,4 %","42,8 %",-147 €,"-38,8 %",52,71,-19,"-26,8 %",AA01-MASTICS ET RESINES,"86,61","109,43",-23 €,"-20,9 %","0,5 %","62,4 %","61,9 %",-14 €,"-20,2 %",8,10,-2,"-20,0 %",103051,MASTIC NITRO COMBI GRIS 250G,"9,16","18,32",-9 €,"-50,0 %","59,7 %","60,9 %",-6 €,"-51,0 %",1,2,-1,"-50,0 %"
197 146,196 343,803 €,"0,4 %","89,6 %","50,3 %","48,9 %",2 998 €,"3,1 %","92,5 %",10 934,11 240,-306,"-2,7 %",A-ENTRETIEN,17 308,14 481,2 827 €,"19,5 %","7,9 %","8,8 %","44,0 %","47,0 %",808 €,"11,9 %","95,6 %",1 435,1 153,282,"24,5 %",AA-PEINTURE ET REPAR.CARROSSERIE,"574,25","886,01",-312 €,"-35,2 %","0,3 %","3,3 %","40,4 %","42,8 %",-147 €,"-38,8 %",52,71,-19,"-26,8 %",AA01-MASTICS ET RESINES,"86,61","109,43",-23 €,"-20,9 %","0,5 %","62,4 %","61,9 %",-14 €,"-20,2 %",8,10,-2,"-20,0 %",103438,MASTIC TS USAGES+DURCIS 250G,"9,16","12,82",-4 €,"-28,5 %","61,4 %","52,1 %",-1 €,"-15,9 %",1,2,-1,"-50,0 %"
197 146,196 343,803 €,"0,4 %","89,6 %","50,3 %","48,9 %",2 998 €,"3,1 %","92,5 %",10 934,11 240,-306,"-2,7 %",A-ENTRETIEN,17 308,14 481,2 827 €,"19,5 %","7,9 %","8,8 %","44,0 %","47,0 %",808 €,"11,9 %","95,6 %",1 435,1 153,282,"24,5 %",AA-PEINTURE ET REPAR.CARROSSERIE,"574,25","886,01",-312 €,"-35,2 %","0,3 %","3,3 %","40,4 %","42,8 %",-147 €,"-38,8 %",52,71,-19,"-26,8 %",AA01-MASTICS ET RESINES,"86,61","109,43",-23 €,"-20,9 %","0,5 %","62,4 %","61,9 %",-14 €,"-20,2 %",8,10,-2,"-20,0 %",103441,MASTIC FIBRE VERRE+DURCIS 250G,,"9,16",-9 €,"-100,0 %",-,"60,5 %",-6 €,"-100,0 %",,1,-1,"-100,0 %"
197 146,196 343,803 €,"0,4 %","89,6 %","50,3 %","48,9 %",2 998 €,"3,1 %","92,5 %",10 934,11 240,-306,"-2,7 %",A-ENTRETIEN,17 308,14 481,2 827 €,"19,5 %","7,9 %","8,8 %","44,0 %","47,0 %",808 €,"11,9 %","95,6 %",1 435,1 153,282,"24,5 %",AA-PEINTURE ET REPAR.CARROSSERIE,"574,25","886,01",-312 €,"-35,2 %","0,3 %","3,3 %","40,4 %","42,8 %",-147 €,"-38,8 %",52,71,-19,"-26,8 %",AA01-MASTICS ET RESINES,"86,61","109,43",-23 €,"-20,9 %","0,5 %","62,4 %","61,9 %",-14 €,"-20,2 %",8,10,-2,"-20,0 %",103443,MASTIC FIN POLYEST+DURCIS 250G,"18,32","9,16",9 €,"100,0 %","61,4 %","62,4 %",6 €,"96,5 %",2,1,1,"100,0 %"
197 146,196 343,803 €,"0,4 %","89,6 %","50,3 %","48,9 %",2 998 €,"3,1 %","92,5 %",10 934,11 240,-306,"-2,7 %",A-ENTRETIEN,17 308,14 481,2 827 €,"19,5 %","7,9 %","8,8 %","44,0 %","47,0 %",808 €,"11,9 %","95,6 %",1 435,1 153,282,"24,5 %",AA-PEINTURE ET REPAR.CARROSSERIE,"574,25","886,01",-312 €,"-35,2 %","0,3 %","3,3 %","40,4 %","42,8 %",-147 €,"-38,8 %",52,71,-19,"-26,8 %",AA01-MASTICS ET RESINES,"86,61","109,43",-23 €,"-20,9 %","0,5 %","62,4 %","61,9 %",-14 €,"-20,2 %",8,10,-2,"-20,0 %",103444,MASTIC FIN POLYEST+DURCIS 1KG,,"19,99",-20 €,"-100,0 %",-,"63,9 %",-13 €,"-100,0 %",,1,-1,"-100,0 %"
197 146,196 343,803 €,"0,4 %","89,6 %","50,3 %","48,9 %",2 998 €,"3,1 %","92,5 %",10 934,11 240,-306,"-2,7 %",A-ENTRETIEN,17 308,14 481,2 827 €,"19,5 %","7,9 %","8,8 %","44,0 %","47,0 %",808 €,"11,9 %","95,6 %",1 435,1 153,282,"24,5 %",AA-PEINTURE ET REPAR.CARROSSERIE,"574,25","886,01",-312 €,"-35,2 %","0,3 %","3,3 %","40,4 %","42,8 %",-147 €,"-38,8 %",52,71,-19,"-26,8 %",AA01-MASTICS ET RESINES,"86,61","109,43",-23 €,"-20,9 %","0,5 %","62,4 %","61,9 %",-14 €,"-20,2 %",8,10,-2,"-20,0 %",103447,MASTIC TS USAGES+DURCIS 500G,"28,32","28,32",0 €,"0,0 %","63,5 %","64,5 %",0 €,"-1,6 %",2,2,0,"0,0 %"
197 146,196 343,803 €,"0,4 %","89,6 %","50,3 %","48,9 %",2 998 €,"3,1 %","92,5 %",10 934,11 240,-306,"-2,7 %",A-ENTRETIEN,17 308,14 481,2 827 €,"19,5 %","7,9 %","8,8 %","44,0 %","47,0 %",808 €,"11,9 %","95,6 %",1 435,1 153,282,"24,5 %",AA-PEINTURE ET REPAR.CARROSSERIE,"574,25","886,01",-312 €,"-35,2 %","0,3 %","3,3 %","40,4 %","42,8 %",-147 €,"-38,8 %",52,71,-19,"-26,8 %",AA01-MASTICS ET RESINES,"86,61","109,43",-23 €,"-20,9 %","0,5 %","62,4 %","61,9 %",-14 €,"-20,2 %",8,10,-2,"-20,0 %",103448,MASTIC RESINE POLYESTER 250 G,"11,66","11,66",0 €,"0,0 %","63,7 %","64,8 %",0 €,"-1,6 %",1,1,0,"0,0 %"
197 146,196 343,803 €,"0,4 %","89,6 %","50,3 %","48,9 %",2 998 €,"3,1 %","92,5 %",10 934,11 240,-306,"-2,7 %",A-ENTRETIEN,17 308,14 481,2 827 €,"19,5 %","7,9 %","8,8 %","44,0 %","47,0 %",808 €,"11,9 %","95,6 %",1 435,1 153,282,"24,5 %",AA-PEINTURE ET REPAR.CARROSSERIE,"574,25","886,01",-312 €,"-35,2 %","0,3 %","3,3 %","40,4 %","42,8 %",-147 €,"-38,8 %",52,71,-19,"-26,8 %",AA02-MATERIEL DE PREPARATION,"22,88","39,42",-17 €,"-42,0 %","0,1 %","36,7 %","34,4 %",-5 €,"-38,1 %",6,7,-1,"-14,3 %",103057,ABRASIF SEC P180 X4,,"4,58",-5 €,"-100,0 %",-,"51,1 %",-2 €,"-100,0 %",,1,-1,"-100,0 %"
197 146,196 343,803 €,"0,4 %","89,6 %","50,3 %","48,9 %",2 998 €,"3,1 %","92,5 %",10 934,11 240,-306,"-2,7 %",A-ENTRETIEN,17 308,14 481,2 827 €,"19,5 %","7,9 %","8,8 %","44,0 %","47,0 %",808 €,"11,9 %","95,6 %",1 435,1 153,282,"24,5 %",AA-PEINTURE ET REPAR.CARROSSERIE,"574,25","886,01",-312 €,"-35,2 %","0,3 %","3,3 %","40,4 %","42,8 %",-147 €,"-38,8 %",52,71,-19,"-26,8 %",AA02-MATERIEL DE PREPARATION,"22,88","39,42",-17 €,"-42,0 %","0,1 %","36,7 %","34,4 %",-5 €,"-38,1 %",6,7,-1,"-14,3 %",103058,ABRASIF EAU P240 X4,,"4,58",-5 €,"-100,0 %",-,"53,1 %",-2 €,"-100,0 %",,1,-1,"-100,0 %"
197 146,196 343,803 €,"0,4 %","89,6 %","50,3 %","48,9 %",2 998 €,"3,1 %","92,5 %",10 934,11 240,-306,"-2,7 %",A-ENTRETIEN,17 308,14 481,2 827 €,"19,5 %","7,9 %","8,8 %","44,0 %","47,0 %",808 €,"11,9 %","95,6 %",1 435,1 153,282,"24,5 %",AA-PEINTURE ET REPAR.CARROSSERIE,"574,25","886,01",-312 €,"-35,2 %","0,3 %","3,3 %","40,4 %","42,8 %",-147 €,"-38,8 %",52,71,-19,"-26,8 %",AA02-MATERIEL DE PREPARATION,"22,88","39,42",-17 €,"-42,0 %","0,1 %","36,7 %","34,4 %",-5 €,"-38,1 %",6,7,-1,"-14,3 %",103059,ABRASIF EAU P400 X4,"13,74","9,16",5 €,"50,0 %","53,3 %","53,3 %",2 €,"50,0 %",3,2,1,"50,0 %"
197 146,196 343,803 €,"0,4 %","89,6 %","50,3 %","48,9 %",2 998 €,"3,1 %","92,5 %",10 934,11 240,-306,"-2,7 %",A-ENTRETIEN,17 308,14 481,2 827 €,"19,5 %","7,9 %","8,8 %","44,0 %","47,0 %",808 €,"11,9 %","95,6 %",1 435,1 153,282,"24,5 %",AA-PEINTURE ET REPAR.CARROSSERIE,"574,25","886,01",-312 €,"-35,2 %","0,3 %","3,3 %","40,4 %","42,8 %",-147 €,"-38,8 %",52,71,-19,"-26,8 %",AA02-MATERIEL DE PREPARATION,"22,88","39,42",-17 €,"-42,0 %","0,1 %","36,7 %","34,4 %",-5 €,"-38,1 %",6,7,-1,"-14,3 %",103061,ABRASIF EAU P1000 X4,,"3,20",-3 €,"-100,0 %",-,"-57,5 %",2 €,"-100,0 %",,1,-1,"-100,0 %"
197 146,196 343,803 €,"0,4 %","89,6 %","50,3 %","48,9 %",2 998 €,"3,1 %","92,5 %",10 934,11 240,-306,"-2,7 %",A-ENTRETIEN,17 308,14 481,2 827 €,"19,5 %","7,9 %","8,8 %","44,0 %","47,0 %",808 €,"11,9 %","95,6 %",1 435,1 153,282,"24,5 %",AA-PEINTURE ET REPAR.CARROSSERIE,"574,25","886,01",-312 €,"-35,2 %","0,3 %","3,3 %","40,4 %","42,8 %",-147 €,"-38,8 %",52,71,-19,"-26,8 %",AA02-MATERIEL DE PREPARATION,"22,88","39,42",-17 €,"-42,0 %","0,1 %","36,7 %","34,4 %",-5 €,"-38,1 %",6,7,-1,"-14,3 %",103068,RUBAN DE MASQUAGE 19MMX50M,"4,16","2,91",1 €,"43,0 %","63,7 %","40,2 %",1 €,"126,5 %",1,1,0,"0,0 %"
197 146,196 343,803 €,"0,4 %","89,6 %","50,3 %","48,9 %",2 998 €,"3,1 %","92,5 %",10 934,11 240,-306,"-2,7 %",A-ENTRETIEN,17 308,14 481,2 827 €,"19,5 %","7,9 %","8,8 %","44,0 %","47,0 %",808 €,"11,9 %","95,6 %",1 435,1 153,282,"24,5 %",AA-PEINTURE ET REPAR.CARROSSERIE,"574,25","886,01",-312 €,"-35,2 %","0,3 %","3,3 %","40,4 %","42,8 %",-147 €,"-38,8 %",52,71,-19,"-26,8 %",AA02-MATERIEL DE PREPARATION,"22,88","39,42",-17 €,"-42,0 %","0,1 %","36,7 %","34,4 %",-5 €,"-38,1 %",6,7,-1,"-14,3 %",210435,DEGRAISSANT 500ML MOTIP,,"14,99",-15 €,"-100,0 %",-,"30,6 %",-5 €,"-100,0 %",,1,-1,"-100,0 %"
197 146,196 343,803 €,"0,4 %","89,6 %","50,3 %","48,9 %",2 998 €,"3,1 %","92,5 %",10 934,11 240,-306,"-2,7 %",A-ENTRETIEN,17 308,14 481,2 827 €,"19,5 %","7,9 %","8,8 %","44,0 %","47,0 %",808 €,"11,9 %","95,6 %",1 435,1 153,282,"24,5 %",AA-PEINTURE ET REPAR.CARROSSERIE,"574,25","886,01",-312 €,"-35,2 %","0,3 %","3,3 %","40,4 %","42,8 %",-147 €,"-38,8 %",52,71,-19,"-26,8 %",AA02-MATERIEL DE PREPARATION,"22,88","39,42",-17 €,"-42,0 %","0,1 %","36,7 %","34,4 %",-5 €,"-38,1 %",6,7,-1,"-14,3 %",615456,CALE À LISSER 9752,"4,98",,5 €,-,"-31,7 %",-,-2 €,-,2,,2,-
197 146,196 343,803 €,"0,4 %","89,6 %","50,3 %","48,9 %",2 998 €,"3,1 %","92,5 %",10 934,11 240,-306,"-2,7 %",A-ENTRETIEN,17 308,14 481,2 827 €,"19,5 %","7,9 %","8,8 %","44,0 %","47,0 %",808 €,"11,9 %","95,6 %",1 435,1 153,282,"24,5 %",AA-PEINTURE ET REPAR.CARROSSERIE,"574,25","886,01",-312 €,"-35,2 %","0,3 %","3,3 %","40,4 %","42,8 %",-147 €,"-38,8 %",52,71,-19,"-26,8 %",AA04-ENDUITS,,"15,83",-16 €,"-100,0 %","0,0 %",-,"31,6 %",-5 €,"-100,0 %",,1,-1,"-100,0 %",103559,PROTECTION BITUME NOIR 1L,,"15,83",-16 €,"-100,0 %",-,"31,6 %",-5 €,"-100,0 %",,1,-1,"-100,0 %"
