LIBELLEMAGASIN,textbox17,textbox27,textbox36,textbox34,textbox61,textbox29,marque
ANNECY SEYNOD,18/05/2026,24/05/2026,19/05/2025,25/05/2025,Total centre,Tous les fournisseurs,Toutes les marques

textbox48,textbox49,textbox60,textbox50,textbox94,textbox51,textbox52,textbox53,textbox54,textbox108,textbox62,textbox67,textbox76,textbox80,codeFamille,CAHT_n_4,CAHT_n_1_1,CAHT_n_5,textbox57,codeGamme,textbox85,MARGE_n,MARGE_n_1,MARGE_n_3,MARGE_n_5,textbox109,textbox63,textbox68,textbox83,textbox84,codeSousFamille,CAHT_n_3,CAHT_n_1_2,textbox32,textbox24,textbox100,textbox86,textbox25,textbox9,textbox4,textbox38,textbox64,textbox69,textbox87,textbox88,codeGamme_1,CAHT_n_2,CAHT_n_1_3,textbox35,textbox31,textbox89,textbox41,textbox11,textbox14,textbox39,textbox65,textbox75,textbox91,textbox92,codeArticle,nomProduit,CAHT_n,CAHT_n_1,CAHT_n_6,textbox7,MARGE_n_2,MARGE_n_1_1,MARGE_n_4,MARGE_n_6,textbox66,textbox79,textbox102,textbox103
47 353,45 471,1 883 €,"4,1 %","90,6 %","51,8 %","49,7 %",1 920 €,"8,5 %","93,7 %",2 718,2 500,218,"8,7 %",A-ENTRETIEN,4 046,3 953,93 €,"2,3 %","7,7 %","8,5 %","43,5 %","45,2 %",-27 €,"-1,5 %","91,4 %",320,288,32,"11,1 %",AA-PEINTURE ET REPAR.CARROSSERIE,"293,99","189,24",105 €,"55,4 %","0,6 %","7,3 %","51,0 %","44,3 %",66 €,"78,5 %",25,16,9,"56,3 %",AA01-MASTICS ET RESINES,"94,95","48,05",47 €,"97,6 %","2,3 %","62,0 %","61,1 %",30 €,"100,6 %",7,5,2,"40,0 %",103438,MASTIC TS USAGES+DURCIS 250G,"36,64","6,41",30 €,"471,6 %","61,4 %","52,1 %",19 €,"573,1 %",4,1,3,"300,0 %"
47 353,45 471,1 883 €,"4,1 %","90,6 %","51,8 %","49,7 %",1 920 €,"8,5 %","93,7 %",2 718,2 500,218,"8,7 %",A-ENTRETIEN,4 046,3 953,93 €,"2,3 %","7,7 %","8,5 %","43,5 %","45,2 %",-27 €,"-1,5 %","91,4 %",320,288,32,"11,1 %",AA-PEINTURE ET REPAR.CARROSSERIE,"293,99","189,24",105 €,"55,4 %","0,6 %","7,3 %","51,0 %","44,3 %",66 €,"78,5 %",25,16,9,"56,3 %",AA01-MASTICS ET RESINES,"94,95","48,05",47 €,"97,6 %","2,3 %","62,0 %","61,1 %",30 €,"100,6 %",7,5,2,"40,0 %",103441,MASTIC FIBRE VERRE+DURCIS 250G,,"9,16",-9 €,"-100,0 %",-,"60,5 %",-6 €,"-100,0 %",,1,-1,"-100,0 %"
47 353,45 471,1 883 €,"4,1 %","90,6 %","51,8 %","49,7 %",1 920 €,"8,5 %","93,7 %",2 718,2 500,218,"8,7 %",A-ENTRETIEN,4 046,3 953,93 €,"2,3 %","7,7 %","8,5 %","43,5 %","45,2 %",-27 €,"-1,5 %","91,4 %",320,288,32,"11,1 %",AA-PEINTURE ET REPAR.CARROSSERIE,"293,99","189,24",105 €,"55,4 %","0,6 %","7,3 %","51,0 %","44,3 %",66 €,"78,5 %",25,16,9,"56,3 %",AA01-MASTICS ET RESINES,"94,95","48,05",47 €,"97,6 %","2,3 %","62,0 %","61,1 %",30 €,"100,6 %",7,5,2,"40,0 %",103443,MASTIC FIN POLYEST+DURCIS 250G,"18,32","18,32",0 €,"0,0 %","61,4 %","61,9 %",0 €,"-0,9 %",2,2,0,"0,0 %"
47 353,45 471,1 883 €,"4,1 %","90,6 %","51,8 %","49,7 %",1 920 €,"8,5 %","93,7 %",2 718,2 500,218,"8,7 %",A-ENTRETIEN,4 046,3 953,93 €,"2,3 %","7,7 %","8,5 %","43,5 %","45,2 %",-27 €,"-1,5 %","91,4 %",320,288,32,"11,1 %",AA-PEINTURE ET REPAR.CARROSSERIE,"293,99","189,24",105 €,"55,4 %","0,6 %","7,3 %","51,0 %","44,3 %",66 €,"78,5 %",25,16,9,"56,3 %",AA01-MASTICS ET RESINES,"94,95","48,05",47 €,"97,6 %","2,3 %","62,0 %","61,1 %",30 €,"100,6 %",7,5,2,"40,0 %",103447,MASTIC TS USAGES+DURCIS 500G,,"14,16",-14 €,"-100,0 %",-,"64,5 %",-9 €,"-100,0 %",,1,-1,"-100,0 %"
47 353,45 471,1 883 €,"4,1 %","90,6 %","51,8 %","49,7 %",1 920 €,"8,5 %","93,7 %",2 718,2 500,218,"8,7 %",A-ENTRETIEN,4 046,3 953,93 €,"2,3 %","7,7 %","8,5 %","43,5 %","45,2 %",-27 €,"-1,5 %","91,4 %",320,288,32,"11,1 %",AA-PEINTURE ET REPAR.CARROSSERIE,"293,99","189,24",105 €,"55,4 %","0,6 %","7,3 %","51,0 %","44,3 %",66 €,"78,5 %",25,16,9,"56,3 %",AA01-MASTICS ET RESINES,"94,95","48,05",47 €,"97,6 %","2,3 %","62,0 %","61,1 %",30 €,"100,6 %",7,5,2,"40,0 %",103449,KIT REPARATION POLYESTER 1KG,"39,99",,40 €,-,"62,9 %",-,25 €,-,1,,1,-
47 353,45 471,1 883 €,"4,1 %","90,6 %","51,8 %","49,7 %",1 920 €,"8,5 %","93,7 %",2 718,2 500,218,"8,7 %",A-ENTRETIEN,4 046,3 953,93 €,"2,3 %","7,7 %","8,5 %","43,5 %","45,2 %",-27 €,"-1,5 %","91,4 %",320,288,32,"11,1 %",AA-PEINTURE ET REPAR.CARROSSERIE,"293,99","189,24",105 €,"55,4 %","0,6 %","7,3 %","51,0 %","44,3 %",66 €,"78,5 %",25,16,9,"56,3 %",AA02-MATERIEL DE PREPARATION,"9,16","19,57",-10 €,"-53,2 %","0,2 %","53,2 %","35,9 %",-2 €,"-30,6 %",2,2,0,"0,0 %",103054,ABRASIF SEC P80/P120/P180 X4,"4,58",,5 €,-,"53,1 %",-,2 €,-,1,,1,-
47 353,45 471,1 883 €,"4,1 %","90,6 %","51,8 %","49,7 %",1 920 €,"8,5 %","93,7 %",2 718,2 500,218,"8,7 %",A-ENTRETIEN,4 046,3 953,93 €,"2,3 %","7,7 %","8,5 %","43,5 %","45,2 %",-27 €,"-1,5 %","91,4 %",320,288,32,"11,1 %",AA-PEINTURE ET REPAR.CARROSSERIE,"293,99","189,24",105 €,"55,4 %","0,6 %","7,3 %","51,0 %","44,3 %",66 €,"78,5 %",25,16,9,"56,3 %",AA02-MATERIEL DE PREPARATION,"9,16","19,57",-10 €,"-53,2 %","0,2 %","53,2 %","35,9 %",-2 €,"-30,6 %",2,2,0,"0,0 %",103059,ABRASIF EAU P400 X4,"4,58",,5 €,-,"53,3 %",-,2 €,-,1,,1,-
47 353,45 471,1 883 €,"4,1 %","90,6 %","51,8 %","49,7 %",1 920 €,"8,5 %","93,7 %",2 718,2 500,218,"8,7 %",A-ENTRETIEN,4 046,3 953,93 €,"2,3 %","7,7 %","8,5 %","43,5 %","45,2 %",-27 €,"-1,5 %","91,4 %",320,288,32,"11,1 %",AA-PEINTURE ET REPAR.CARROSSERIE,"293,99","189,24",105 €,"55,4 %","0,6 %","7,3 %","51,0 %","44,3 %",66 €,"78,5 %",25,16,9,"56,3 %",AA02-MATERIEL DE PREPARATION,"9,16","19,57",-10 €,"-53,2 %","0,2 %","53,2 %","35,9 %",-2 €,"-30,6 %",2,2,0,"0,0 %",103062,ABRASIF EAU P240/P400/P600 X4,,"4,58",-5 €,"-100,0 %",-,"53,3 %",-2 €,"-100,0 %",,1,-1,"-100,0 %"
47 353,45 471,1 883 €,"4,1 %","90,6 %","51,8 %","49,7 %",1 920 €,"8,5 %","93,7 %",2 718,2 500,218,"8,7 %",A-ENTRETIEN,4 046,3 953,93 €,"2,3 %","7,7 %","8,5 %","43,5 %","45,2 %",-27 €,"-1,5 %","91,4 %",320,288,32,"11,1 %",AA-PEINTURE ET REPAR.CARROSSERIE,"293,99","189,24",105 €,"55,4 %","0,6 %","7,3 %","51,0 %","44,3 %",66 €,"78,5 %",25,16,9,"56,3 %",AA02-MATERIEL DE PREPARATION,"9,16","19,57",-10 €,"-53,2 %","0,2 %","53,2 %","35,9 %",-2 €,"-30,6 %",2,2,0,"0,0 %",210435,DEGRAISSANT 500ML MOTIP,,"14,99",-15 €,"-100,0 %",-,"30,6 %",-5 €,"-100,0 %",,1,-1,"-100,0 %"
47 353,45 471,1 883 €,"4,1 %","90,6 %","51,8 %","49,7 %",1 920 €,"8,5 %","93,7 %",2 718,2 500,218,"8,7 %",A-ENTRETIEN,4 046,3 953,93 €,"2,3 %","7,7 %","8,5 %","43,5 %","45,2 %",-27 €,"-1,5 %","91,4 %",320,288,32,"11,1 %",AA-PEINTURE ET REPAR.CARROSSERIE,"293,99","189,24",105 €,"55,4 %","0,6 %","7,3 %","51,0 %","44,3 %",66 €,"78,5 %",25,16,9,"56,3 %",AA04-ENDUITS,"15,83","23,33",-8 €,"-32,1 %","0,4 %","31,6 %","32,5 %",-3 €,"-34,0 %",1,1,0,"0,0 %",103112,ANTI CORROS NOIR BLACKSO 500ML,,"23,33",-23 €,"-100,0 %",-,"32,5 %",-8 €,"-100,0 %",,1,-1,"-100,0 %"
